timestamp,src_ip,username,password,command,session,eventid,attack_type,session_duration,command_count,failed_logins,common_commands
2025-10-31T08:43:18.380274+00:00,171.79.69.15,test,toor,cd /tmp,3d63cbec,c450b,Brute Force,72,4.0,4.0,other
2025-10-31T08:43:36.380274+00:00,171.79.46.99,,,,1710d39172,dc91b,Brute Force,23,0.0,8.0,other
2025-10-31T08:43:55.380274+00:00,171.79.91.58,guest,1234,,2cb176047f,ce428,Brute Force,5,1.0,1.0,other
2025-10-31T08:44:53.380274+00:00,171.79.33.96,root,password,,5b38120d10,7bb5c,Brute Force,67,4.0,6.0,other
2025-10-31T08:45:05.380274+00:00,171.79.246.195,user,toor,cd /tmp,aac2fd33f1,a4efd,Brute Force,73,3.0,5.0,other
2025-10-31T08:45:45.380274+00:00,171.79.99.33,guest,3344,echo 'hi',57f45d7c64,a91c1,Command Injection,279,23.0,1.0,exit
2025-10-31T08:45:37.380274+00:00,171.79.247.69,,,,2e150596f7,bffa1,Command Injection,189,24.0,1.0,cat
2025-10-31T08:46:56.380274+00:00,171.79.162.124,guest,root,,d950c79f43,904e0,Other,74,1.0,0.0,other
2025-10-31T08:47:27.380274+00:00,171.79.241.35,admin,password,cat password.txt,ce0737a269,dd626,Command Injection,143,17.0,0.0,mkdir
2025-10-31T08:48:02.380274+00:00,171.79.163.217,,,cd /tmp,849c9a8b98,e3f5f,Command Injection,128,20.0,1.0,other
2025-10-31T08:48:25.380274+00:00,171.79.230.96,oracle,password,,28d71a4eb7,a9cac,Brute Force,103,0.0,1.0,other
2025-10-31T08:48:55.380274+00:00,171.79.61.84,,,mkdir phoenix,2b8b113664,7c82b,Other,147,8.0,2.0,other
2025-10-31T08:49:04.380274+00:00,171.79.205.223,,,cd /tmp,9ec459918c,4e2b8,Command Injection,82,27.0,1.0,ls
2025-10-31T08:49:45.380274+00:00,171.79.108.181,ftp,2233,cd /tmp,e5ca394d7,2a97c,Command Injection,175,19.0,1.0,ls
2025-10-31T08:49:46.380274+00:00,171.79.185.236,,,,454ae2b68d,c4b47,Command Injection,312,6.0,0.0,mkdir
2025-10-31T08:50:43.380274+00:00,171.79.165.83,guest,,,76691ee1ff,c1778,Command Injection,321,10.0,1.0,ifconfig
2025-10-31T08:50:55.380274+00:00,171.79.188.108,user,1234,,7702783c7e,e3462,Command Injection,271,24.0,1.0,exit
2025-10-31T08:51:47.380274+00:00,171.79.166.1,,,uname -a,784bfb85fc,5f410,Command Injection,146,10.0,1.0,cat
2025-10-31T08:52:21.380274+00:00,171.79.159.173,guest,password,cd /tmp,3f6a4964e3,7fd32,Other,146,8.0,0.0,other
2025-10-31T08:52:20.380274+00:00,171.79.142.159,,,,b0d0324a90,42876,Command Injection,41,14.0,1.0,exit
2025-10-31T08:52:44.380274+00:00,171.79.101.204,guest,password,touch password.txt,4f05a58e88,6d159,Command Injection,57,9.0,0.0,cat
2025-10-31T08:53:33.380274+00:00,171.79.245.191,root,toor,,a8adcd7af0,2ca3c,Command Injection,64,10.0,1.0,echo
2025-10-31T08:53:41.380274+00:00,171.79.46.153,oracle,1234,cd /tmp,803f8f176,1f2e0,Command Injection,268,21.0,0.0,mkdir
2025-10-31T08:54:32.380274+00:00,171.79.62.217,,,,cb5cd24fa1,dcd01,Command Injection,340,10.0,1.0,ls
2025-10-31T08:54:41.380274+00:00,171.79.94.133,,,cd /tmp,30e35c2aa5,19969,Brute Force,21,4.0,9.0,other
2025-10-31T08:55:52.380274+00:00,171.79.0.51,test,2233,,ab1e8da720,2eec1,Command Injection,101,11.0,1.0,other
2025-10-31T08:56:10.380274+00:00,171.79.181.118,,,ls,9c436d20ec,b2824,Command Injection,280,29.0,0.0,exit
2025-10-31T08:56:53.380274+00:00,171.79.150.207,,,,7684b4d1b3,66f06,Command Injection,281,6.0,1.0,other
2025-10-31T08:57:10.380274+00:00,171.79.81.30,user,3344,,570f94d0a6,f0277,Other,30,6.0,1.0,other
2025-10-31T08:57:57.380274+00:00,171.79.80.133,,,ls,b554a7cb11,dd49b,Command Injection,98,6.0,1.0,mkdir
2025-10-31T08:57:38.380274+00:00,171.79.204.126,,,mkdir phoenix,a186fe42f9,be536,Command Injection,124,15.0,1.0,exit
2025-10-31T08:58:14.380274+00:00,171.79.131.104,,,mkdir phoenix,6829b5105d,eae51,Brute Force,55,2.0,5.0,other
2025-10-31T08:58:41.380274+00:00,171.79.209.92,oracle,toor,cd /tmp,598e92420c,3cff9,Brute Force,53,1.0,9.0,other
2025-10-31T08:59:32.380274+00:00,171.79.248.47,,,ls,1741a8fb24,4bba0,Command Injection,384,24.0,0.0,ifconfig
2025-10-31T09:00:32.380274+00:00,171.79.213.14,,,ifconfig,3bd82a416d,72139,Command Injection,341,23.0,0.0,echo
2025-10-31T09:00:53.380274+00:00,171.79.150.238,,,cat password.txt,99dfa95b26,b2182,Command Injection,221,29.0,0.0,mkdir
2025-10-31T09:01:04.380274+00:00,171.79.201.39,ftp,2233,uname -a,99891a0e0d,73373,Command Injection,96,13.0,0.0,other
2025-10-31T09:01:53.380274+00:00,171.79.227.111,,,ifconfig,13d715aec,aa0f2,Command Injection,130,10.0,1.0,other
2025-10-31T09:02:10.380274+00:00,171.79.186.184,oracle,toor,,dc5b5e6a96,34d65,Command Injection,141,8.0,1.0,echo
2025-10-31T09:02:36.380274+00:00,171.79.94.152,,,mkdir phoenix,b8a1fc10e5,eb0c3,Other,6,1.0,2.0,other
2025-10-31T09:02:40.380274+00:00,171.79.78.134,,,echo 'hi',c33b33fa3e,d1c58,Brute Force,79,1.0,3.0,other
2025-10-31T09:03:51.380274+00:00,171.79.43.133,oracle,pass,ls,ab214e9071,51f2b,Command Injection,119,18.0,1.0,touch
2025-10-31T09:04:13.380274+00:00,171.79.125.139,,,mkdir phoenix,44ea15e386,d3951,Command Injection,290,27.0,1.0,cat
2025-10-31T09:04:08.380274+00:00,171.79.12.168,,,cd /tmp,1a949e4b11,d4e6a,Command Injection,67,27.0,0.0,touch
2025-10-31T09:05:07.380274+00:00,171.79.48.69,,,,1f14e50775,ba817,Other,162,2.0,2.0,other
2025-10-31T09:05:07.380274+00:00,171.79.39.64,guest,password,,e4e5dd90e,6e1bd,Brute Force,41,4.0,3.0,other
2025-10-31T09:06:35.380274+00:00,171.79.77.154,,,uname -a,7e992ca928,46de7,Command Injection,43,23.0,0.0,touch
2025-10-31T09:06:39.380274+00:00,171.79.22.63,root,,,6b1f77cfc2,7ce6d,Command Injection,133,23.0,0.0,echo
2025-10-31T09:06:42.380274+00:00,171.79.133.67,,,touch password.txt,53c0fdd66f,e9d3c,Command Injection,260,8.0,0.0,touch
2025-10-31T09:08:03.380274+00:00,171.79.96.253,ftp,,echo 'hi',ce7427e0a,718a4,Brute Force,101,4.0,4.0,other
2025-10-31T09:08:21.380274+00:00,171.79.215.180,guest,password,touch password.txt,58b4ca0ead,5d721,Command Injection,144,23.0,1.0,cat
2025-10-31T09:08:32.380274+00:00,171.79.42.27,user,2233,,92a263ac86,25eb6,Command Injection,331,15.0,1.0,other
2025-10-31T09:08:49.380274+00:00,171.79.103.190,root,3344,,c6aaba9bec,e1803,Other,133,7.0,0.0,other
2025-10-31T09:09:14.380274+00:00,171.79.126.106,,,uname -a,3d3f6b5033,922bc,Command Injection,326,26.0,0.0,ifconfig
2025-10-31T09:09:37.380274+00:00,171.79.45.101,,,,9e4b65cbd7,dd1d8,Command Injection,84,23.0,1.0,ifconfig
2025-10-31T09:10:27.380274+00:00,171.79.174.201,,,uname -a,d7e9a33a9,225c2,Command Injection,54,15.0,1.0,other
2025-10-31T09:10:43.380274+00:00,171.79.209.219,,,mkdir phoenix,bc4b67b298,68e66,Command Injection,373,5.0,0.0,mkdir
2025-10-31T09:11:49.380274+00:00,171.79.149.154,guest,,touch password.txt,4d69ec2b1,d1733,Command Injection,92,12.0,0.0,ifconfig
2025-10-31T09:11:37.380274+00:00,171.79.223.141,user,root,,16d3e40820,26fbc,Brute Force,97,2.0,2.0,other
2025-10-31T09:12:07.380274+00:00,171.79.77.115,admin,2233,cat password.txt,c2cde496a6,e8523,Command Injection,84,11.0,0.0,exit
2025-10-31T09:12:46.380274+00:00,171.79.201.211,,,exit,b403799ddc,dedbf,Brute Force,97,0.0,9.0,other
2025-10-31T09:14:01.380274+00:00,171.79.66.216,ftp,toor,uname -a,74cef70ce5,6a0e2,Brute Force,96,1.0,3.0,other
2025-10-31T09:14:08.380274+00:00,171.79.87.78,,,,2f90dd1c4,65c93,Brute Force,89,1.0,7.0,other
2025-10-31T09:14:16.380274+00:00,171.79.6.161,user,password,touch password.txt,6c51d27abc,756f1,Brute Force,51,4.0,4.0,other
2025-10-31T09:14:47.380274+00:00,171.79.233.130,ftp,pass,,e8325f33a6,b8b9f,Command Injection,255,25.0,1.0,echo
2025-10-31T09:15:58.380274+00:00,171.79.249.86,,,ifconfig,1083b15fee,94576,Brute Force,85,1.0,3.0,other
2025-10-31T09:15:53.380274+00:00,171.79.13.9,guest,,echo 'hi',24516dfceb,6508d,Other,186,1.0,2.0,other
2025-10-31T09:16:43.380274+00:00,171.79.74.70,,,touch password.txt,2e02987ba6,3eec1,Command Injection,182,10.0,1.0,cat
2025-10-31T09:16:59.380274+00:00,171.79.116.106,user,,ifconfig,b790c2b6ed,a41d4,Command Injection,202,21.0,1.0,mkdir
2025-10-31T09:17:34.380274+00:00,171.79.189.122,admin,pass,,2eec124b33,1d954,Brute Force,30,4.0,5.0,other
2025-10-31T09:17:47.380274+00:00,171.79.39.11,root,root,mkdir phoenix,5c536e7062,c56d6,Brute Force,26,4.0,8.0,other
2025-10-31T09:18:39.380274+00:00,171.79.249.36,user,root,,e2f511dbbe,be49a,Command Injection,230,6.0,0.0,ls
2025-10-31T09:18:45.380274+00:00,171.79.39.17,guest,root,uname -a,434275f23,23722,Command Injection,137,16.0,0.0,touch
2025-10-31T09:19:44.380274+00:00,171.79.97.12,test,root,,68bbde5411,447e9,Brute Force,117,3.0,8.0,other
2025-10-31T09:19:55.380274+00:00,171.79.7.223,,,,9097619bd0,66965,Other,89,9.0,0.0,other
2025-10-31T09:20:51.380274+00:00,171.79.25.47,ftp,,cd /tmp,44c56d70fa,8c826,Command Injection,146,11.0,0.0,echo
2025-10-31T09:21:24.380274+00:00,171.79.71.242,guest,1234,,cc974463a7,5d282,Command Injection,132,21.0,1.0,ifconfig
2025-10-31T09:21:30.380274+00:00,171.79.226.108,admin,root,,20ba877bda,bd756,Command Injection,68,19.0,1.0,ls
2025-10-31T09:21:40.380274+00:00,171.79.92.214,admin,,,935aad246c,4c21d,Command Injection,256,14.0,1.0,touch
2025-10-31T09:23:05.380274+00:00,171.79.246.13,user,root,,83ff4cb01d,7fa5d,Command Injection,347,25.0,1.0,ls
2025-10-31T09:22:52.380274+00:00,171.79.183.236,,,,2c399c5fff,557f3,Brute Force,98,0.0,3.0,other
2025-10-31T09:23:51.380274+00:00,171.79.141.120,test,1234,uname -a,ae1b0362c1,d8254,Other,73,0.0,0.0,other
2025-10-31T09:24:00.380274+00:00,171.79.195.140,,,,cafe53a3ab,d041b,Command Injection,348,18.0,1.0,echo
2025-10-31T09:24:19.380274+00:00,171.79.225.153,,,ifconfig,6de94bbf5d,81bd5,Brute Force,113,1.0,2.0,other
2025-10-31T09:25:33.380274+00:00,171.79.217.169,user,password,cd /tmp,9203671c2f,28976,Brute Force,103,3.0,1.0,other
2025-10-31T09:26:05.380274+00:00,171.79.233.163,,,,5b8d8e6003,bf73f,Command Injection,298,28.0,0.0,ifconfig
2025-10-31T09:26:01.380274+00:00,171.79.72.68,admin,root,,e5d43aa7b,96a7b,Command Injection,224,29.0,1.0,cat
2025-10-31T09:26:48.380274+00:00,171.79.8.207,,,cat password.txt,63d8d9c7c,a0a6e,Command Injection,280,9.0,1.0,other
2025-10-31T09:26:54.380274+00:00,171.79.197.37,guest,pass,ls,1ec286252d,93f7f,Command Injection,144,7.0,1.0,exit
2025-10-31T09:27:40.380274+00:00,171.79.39.91,,,,150d841c93,1d347,Command Injection,88,20.0,0.0,mkdir
2025-10-31T09:28:19.380274+00:00,171.79.44.89,,,echo 'hi',d2bca5807,47f24,Brute Force,62,0.0,3.0,other
2025-10-31T09:28:37.380274+00:00,171.79.22.170,user,toor,,78f9f96852,7d003,Command Injection,106,16.0,0.0,other
2025-10-31T09:29:08.380274+00:00,171.79.12.46,root,,cat password.txt,e32bc291c0,e01f7,Brute Force,116,2.0,7.0,other
2025-10-31T09:29:16.380274+00:00,171.79.232.224,,,cd /tmp,e13ddf4116,ca233,Brute Force,118,3.0,1.0,other
2025-10-31T09:29:48.380274+00:00,171.79.149.145,root,2233,,5bffb7d8d2,e8fd1,Other,175,3.0,2.0,other
2025-10-31T09:30:41.380274+00:00,171.79.179.125,guest,root,,7b6f7b84f,d763f,Brute Force,62,1.0,2.0,other
2025-10-31T09:31:22.380274+00:00,171.79.225.29,,,uname -a,34027b0d0f,a2a16,Brute Force,79,3.0,2.0,other
2025-10-31T09:31:53.380274+00:00,171.79.205.84,,,ls,6ad7ebbaec,4f457,Command Injection,50,19.0,1.0,mkdir
2025-10-31T09:32:35.380274+00:00,171.79.83.6,,,ls,c323a3af7c,54a45,Command Injection,192,21.0,0.0,exit
2025-10-31T09:32:18.380274+00:00,171.79.17.15,user,password,uname -a,e169168e5d,7a8a7,Brute Force,50,1.0,4.0,other
2025-10-31T09:32:43.380274+00:00,171.79.130.93,guest,password,,ccb83a3b94,b64cd,Command Injection,251,18.0,0.0,ls
2025-10-31T09:33:50.380274+00:00,171.79.83.228,root,pass,echo 'hi',cc075b8982,e5bf7,Command Injection,93,17.0,0.0,exit
2025-10-31T09:33:57.380274+00:00,171.79.17.222,oracle,3344,,a6620180b,bdbcc,Brute Force,106,0.0,8.0,other
2025-10-31T09:34:17.380274+00:00,171.79.213.179,root,pass,,a96a03bdcf,8a8ef,Command Injection,121,24.0,0.0,other
2025-10-31T09:35:16.380274+00:00,171.79.159.242,admin,,ls,35a4ddb874,a6539,Command Injection,223,10.0,0.0,other
2025-10-31T09:35:52.380274+00:00,171.79.121.242,,,ls,8c768d17cb,e67dc,Brute Force,10,0.0,6.0,other
2025-10-31T09:35:45.380274+00:00,171.79.102.223,admin,pass,,e66b23f75c,7bbdd,Brute Force,11,2.0,4.0,other
2025-10-31T09:36:22.380274+00:00,171.79.131.134,,,mkdir phoenix,edc7f25329,d655b,Brute Force,79,1.0,6.0,other
2025-10-31T09:36:48.380274+00:00,171.79.86.12,guest,root,exit,de2eeecd64,a994c,Command Injection,148,25.0,0.0,exit
2025-10-31T09:37:57.380274+00:00,171.79.43.82,user,2233,ifconfig,c0b697643b,d4522,Command Injection,272,7.0,0.0,mkdir
2025-10-31T09:38:30.380274+00:00,171.79.190.207,test,,,7c09f8e7ba,38a5c,Brute Force,41,3.0,4.0,other
2025-10-31T09:39:06.380274+00:00,171.79.151.50,,,touch password.txt,664faa7c75,20201,Command Injection,95,19.0,1.0,cat
2025-10-31T09:38:42.380274+00:00,171.79.38.170,,,mkdir phoenix,abceddee28,57eb4,Brute Force,103,1.0,8.0,other
2025-10-31T09:39:42.380274+00:00,171.79.239.222,test,2233,,48177c6925,a81e4,Command Injection,70,26.0,1.0,mkdir
2025-10-31T09:40:23.380274+00:00,171.79.13.248,test,1234,ls,deb7b8ef59,cee98,Command Injection,192,9.0,0.0,ifconfig
2025-10-31T09:40:07.380274+00:00,171.79.167.204,guest,3344,mkdir phoenix,882765410e,6b0ef,Command Injection,295,16.0,1.0,ls
2025-10-31T09:40:37.380274+00:00,171.79.132.20,test,,echo 'hi',917d4da51c,4d318,Brute Force,51,4.0,5.0,other
2025-10-31T09:41:55.380274+00:00,171.79.240.120,,,echo 'hi',2026c744fb,84a5c,Command Injection,363,6.0,0.0,ifconfig
2025-10-31T09:42:13.380274+00:00,171.79.19.26,ftp,root,cd /tmp,b943b274a1,baa90,Command Injection,41,14.0,1.0,mkdir
2025-10-31T09:42:56.380274+00:00,171.79.215.251,admin,,,23c279d4df,66357,Command Injection,207,27.0,1.0,touch
2025-10-31T09:42:56.380274+00:00,171.79.150.128,test,password,,611771dc08,dae91,Command Injection,293,10.0,0.0,ifconfig
2025-10-31T09:43:28.380274+00:00,171.79.174.34,,,,1e9ab957ca,d743d,Command Injection,174,12.0,0.0,exit
2025-10-31T09:44:25.380274+00:00,171.79.75.219,,,,18c0167c93,ebbbe,Brute Force,57,4.0,9.0,other
2025-10-31T09:44:32.380274+00:00,171.79.189.220,oracle,3344,,b1ea9b5459,b394f,Brute Force,81,0.0,4.0,other
2025-10-31T09:45:10.380274+00:00,171.79.124.102,oracle,root,,51e52d798d,f0a88,Command Injection,394,15.0,0.0,exit
2025-10-31T09:46:00.380274+00:00,171.79.198.89,root,pass,,d888fa2395,4b632,Command Injection,334,21.0,0.0,cat
2025-10-31T09:46:14.380274+00:00,171.79.217.11,,,,6eb4a463c2,9124d,Command Injection,114,12.0,1.0,other
2025-10-31T09:46:12.380274+00:00,171.79.155.117,,,cd /tmp,93fe2d130,7b3c4,Command Injection,257,19.0,0.0,exit
2025-10-31T09:46:59.380274+00:00,171.79.69.46,,,,ae3ed86015,e810a,Command Injection,332,25.0,1.0,ifconfig
2025-10-31T09:47:31.380274+00:00,171.79.35.203,test,toor,mkdir phoenix,6b7224b54e,39e1c,Brute Force,56,2.0,3.0,other
2025-10-31T09:47:44.380274+00:00,171.79.143.106,,,,aafb1aaa4d,d0ef9,Command Injection,292,16.0,1.0,ifconfig
2025-10-31T09:48:19.380274+00:00,171.79.158.71,root,1234,ifconfig,26024dd454,b2c63,Command Injection,339,5.0,1.0,exit
2025-10-31T09:49:21.380274+00:00,171.79.105.47,,,,65c7628515,ce175,Command Injection,55,13.0,0.0,other
2025-10-31T09:49:30.380274+00:00,171.79.121.121,,,,9d2d038c9a,379fa,Brute Force,54,2.0,4.0,other
2025-10-31T09:50:36.380274+00:00,171.79.166.202,,,,2ffca70be1,92c56,Command Injection,204,21.0,0.0,cat
2025-10-31T09:50:40.380274+00:00,171.79.160.119,oracle,password,mkdir phoenix,a83dc89dc7,5e33f,Brute Force,77,4.0,9.0,other
2025-10-31T09:51:01.380274+00:00,171.79.1.64,guest,1234,echo 'hi',47ca79efa9,50590,Command Injection,309,18.0,0.0,cat
2025-10-31T09:51:32.380274+00:00,171.79.101.42,,,,3024db2e8,33d84,Brute Force,7,0.0,8.0,other
2025-10-31T09:52:09.380274+00:00,171.79.122.70,test,toor,cat password.txt,b13bc42a05,8904b,Command Injection,178,12.0,1.0,exit
2025-10-31T09:52:56.380274+00:00,171.79.66.246,admin,root,cat password.txt,3d4ace4b02,b7105,Command Injection,383,27.0,1.0,cat
2025-10-31T09:52:44.380274+00:00,171.79.149.44,guest,toor,,d0d2f63f9,5f7d6,Command Injection,187,29.0,0.0,exit
2025-10-31T09:53:18.380274+00:00,171.79.144.144,,,,b8690d3e1e,3078c,Command Injection,144,12.0,1.0,mkdir
2025-10-31T09:53:56.380274+00:00,171.79.103.248,root,2233,echo 'hi',dd996dbd2,57867,Brute Force,37,4.0,6.0,other
2025-10-31T09:54:58.380274+00:00,171.79.225.253,root,3344,cat password.txt,3496988b02,dfe7a,Command Injection,360,7.0,1.0,touch
2025-10-31T09:54:59.380274+00:00,171.79.153.196,,,echo 'hi',8ffab8288f,c9bdb,Brute Force,110,3.0,1.0,other
2025-10-31T09:55:48.380274+00:00,171.79.165.82,,,,afea8f69e,2a725,Command Injection,36,24.0,1.0,ls
2025-10-31T09:55:51.380274+00:00,171.79.148.163,admin,root,touch password.txt,2d7d26bf00,8f7a9,Brute Force,29,4.0,6.0,other
2025-10-31T09:56:39.380274+00:00,171.79.163.95,oracle,password,,2397d9bdb4,9b222,Other,134,8.0,0.0,other
2025-10-31T09:57:29.380274+00:00,171.79.225.136,test,,touch password.txt,3d692acbdd,e5ddb,Brute Force,36,4.0,2.0,other
2025-10-31T09:58:06.380274+00:00,171.79.150.211,guest,root,uname -a,3d282ed97e,84951,Command Injection,85,19.0,0.0,ifconfig
2025-10-31T09:57:55.380274+00:00,171.79.136.99,test,2233,exit,17c50de190,3e19b,Brute Force,8,0.0,5.0,other
2025-10-31T09:58:45.380274+00:00,171.79.123.52,test,pass,,cdeb263c3f,82c84,Brute Force,66,4.0,3.0,other
2025-10-31T09:58:43.380274+00:00,171.79.154.92,ftp,toor,cd /tmp,2f1fe2f4b7,a9821,Command Injection,275,10.0,0.0,mkdir
2025-10-31T09:59:16.380274+00:00,171.79.214.58,guest,,cat password.txt,9b9ed2dcd5,9c554,Brute Force,49,3.0,1.0,other
2025-10-31T10:00:11.380274+00:00,171.79.240.188,,,exit,47275d5f1a,1b09d,Command Injection,81,20.0,1.0,other
2025-10-31T10:00:46.380274+00:00,171.79.226.233,,,,3ea2a6d815,c80c9,Brute Force,109,0.0,8.0,other
2025-10-31T10:00:45.380274+00:00,171.79.168.129,,,ls,35c0a960f2,7d5d9,Command Injection,261,25.0,1.0,echo
2025-10-31T10:02:01.380274+00:00,171.79.33.8,,,,ac04ff1f91,1a25b,Command Injection,202,23.0,0.0,exit
2025-10-31T10:02:20.380274+00:00,171.79.192.87,,,uname -a,77057f82b,81420,Command Injection,181,21.0,0.0,cat
2025-10-31T10:02:27.380274+00:00,171.79.231.58,test,root,,b94d39e9f3,a80bb,Command Injection,290,9.0,1.0,touch
2025-10-31T10:03:08.380274+00:00,171.79.7.64,ftp,password,ls,244dfee88,d559f,Command Injection,358,6.0,0.0,other
2025-10-31T10:03:09.380274+00:00,171.79.48.36,,,,6e8a9730d9,36819,Command Injection,284,22.0,1.0,mkdir
2025-10-31T10:04:12.380274+00:00,171.79.139.91,,,,9a6b5898a0,33ffe,Command Injection,317,6.0,0.0,other
2025-10-31T10:04:21.380274+00:00,171.79.16.168,root,,uname -a,72e72d6b16,8b693,Command Injection,242,16.0,1.0,echo
2025-10-31T10:05:22.380274+00:00,171.79.112.120,,,,1d4de2be77,946c6,Brute Force,109,1.0,5.0,other
2025-10-31T10:05:19.380274+00:00,171.79.253.149,,,,cd8ee54287,cf936,Brute Force,79,2.0,9.0,other
2025-10-31T10:05:58.380274+00:00,171.79.91.29,,,cd /tmp,9d1cf4d9b4,be7ba,Other,151,7.0,0.0,other
2025-10-31T10:06:28.380274+00:00,171.79.170.165,user,3344,exit,ac99d741e,39dc6,Command Injection,310,9.0,0.0,exit
2025-10-31T10:07:18.380274+00:00,171.79.185.144,,,,6c203741c1,61e23,Command Injection,253,14.0,1.0,echo
2025-10-31T10:07:31.380274+00:00,171.79.9.149,,,,2639b92c42,c0248,Command Injection,115,14.0,1.0,other
2025-10-31T10:08:30.380274+00:00,171.79.11.209,root,1234,,a3c141ca4b,c162f,Command Injection,99,28.0,0.0,mkdir
2025-10-31T10:09:04.380274+00:00,171.79.131.111,test,1234,,1c0e385c9a,c8dc4,Brute Force,58,4.0,6.0,other
2025-10-31T10:09:22.380274+00:00,171.79.3.188,,,exit,10a0468cdd,294a2,Command Injection,365,27.0,1.0,cat
2025-10-31T10:10:02.380274+00:00,171.79.253.24,,,,2f89feecbc,7f6db,Command Injection,348,18.0,0.0,touch
2025-10-31T10:10:00.380274+00:00,171.79.108.76,,,,2ab9fbc364,d455f,Command Injection,202,8.0,1.0,ifconfig
2025-10-31T10:10:55.380274+00:00,171.79.182.225,test,,uname -a,83fc85476,ab740,Command Injection,289,24.0,1.0,ifconfig
2025-10-31T10:11:03.380274+00:00,171.79.142.198,,,,638897b25a,9942f,Command Injection,90,14.0,1.0,echo
2025-10-31T10:11:19.380274+00:00,171.79.106.113,oracle,toor,,b5ffb9476d,8d0d2,Other,170,2.0,1.0,other
